Return,Volatility,Sharpe,MXN_Close_weight,GSPC_Close_weight,IXIC_Close_weight,MXX_Close_weight
0.0916302015645556,0.11914558638151981,0.769060813307374,0.25690117295348974,0.27870823154331253,0.2427037588826179,0.22168683662057978
0.08844326209611111,0.11870776165710484,0.745050372962008,0.23051661614207217,0.39444568365009725,0.13615441624186597,0.23888328396596464
0.0679678697633437,0.09408568802683526,0.7224039191163464,0.5249354011403774,0.08754482196043185,0.21514758974591724,0.17237218715327346
0.08647881901566232,0.11306978153132069,0.7648269753816356,0.3270660346048262,0.4676502999938365,0.09341749642776563,0.11186616897357171
0.07988422571224274,0.11047766175411826,0.7230803444232463,0.2557212314465042,0.29327973991840556,0.13109737108151406,0.3199016575535763
0.07463784256200005,0.10103608707299186,0.7387245955801829,0.3571686704298593,0.11752976766521893,0.2183156969572115,0.3069858649477104
0.09677796865388001,0.13585410725843292,0.71236689568598,0.10194531706402234,0.24514123086808867,0.2755664817545524,0.3773469703133366
0.09320991921345499,0.11987404652820599,0.7775654690318892,0.26757770611436416,0.25723396692812583,0.27230400248123215,0.20288432447627794
0.0870508209269848,0.11706539637645129,0.7436084754460868,0.2328205686847199,0.2674015009782288,0.20488552061649873,0.29489240972055253
0.07182121824699281,0.10193939934092698,0.7045481797160029,0.3079224678682868,0.3579547116036772,0.031242484320735477,0.30288033620730065
0.13357771721540454,0.17659455824294548,0.7564090227040767,0.008640083318094476,0.1464411029011963,0.6380360372760393,0.20688277650466982
0.04372629799318886,0.09208379809232928,0.4748533281538409,0.43403105284964505,0.04593968037699053,0.011229146348378063,0.5088001204249863
0.07666265244679088,0.10277824480861521,0.745903499223454,0.3432272882444033,0.19147633602036232,0.1861759601499949,0.2791204155852394
0.10891848422544499,0.145133295024393,0.7504720691908684,0.109065803594698,0.3179769842824709,0.33659465346152984,0.23636255866130113
0.11578716959014876,0.1567010535002372,0.7389048573944239,0.04500591679006278,0.29250713306888654,0.3987342771312823,0.2637526730097685
0.13546031537736827,0.17928507774091684,0.7555582265085145,0.007696942001008798,0.24825056847849658,0.5898173109232108,0.15423517859728395
0.07347166655072379,0.09819193396660457,0.7482454371019087,0.40567917959405503,0.16566686608861222,0.18810309197188663,0.24055086234544606
0.07216738841415442,0.09723908472709664,0.7421644148203738,0.4164789218127426,0.2835695156092729,0.10450524221537845,0.1954463203626061
0.08423977329484264,0.11448931889502821,0.7357871817901156,0.24130110741743396,0.22027133455238573,0.21206138831787227,0.32636616971230814
